0.0215,0.12,0.55
0.0215,0.12,0.597368
0.0215,0.12,0.628947
0.0215,0.12,0.676316
0.0215,0.12,0.723684
0.0215,0.12,0.771053
0.0215,0.12,0.802632
0.0215,0.12,0.85
0.0215,0.127778,0.55
0.0215,0.127778,0.597368
0.0215,0.127778,0.628947
0.0215,0.127778,0.676316
0.0215,0.127778,0.723684
0.0215,0.127778,0.771053
0.0215,0.127778,0.802632
0.0215,0.127778,0.85
0.0215,0.135556,0.55
0.0215,0.135556,0.597368
0.0215,0.135556,0.628947
0.0215,0.135556,0.676316
0.0215,0.135556,0.723684
0.0215,0.135556,0.771053
0.0215,0.135556,0.802632
0.0215,0.135556,0.85
0.0215,0.147222,0.55
0.0215,0.147222,0.597368
0.0215,0.147222,0.628947
0.0215,0.147222,0.676316
0.0215,0.147222,0.723684
0.0215,0.147222,0.771053
0.0215,0.147222,0.802632
0.0215,0.147222,0.85
0.0215,0.155,0.55
0.0215,0.155,0.597368
0.0215,0.155,0.628947
0.0215,0.155,0.676316
0.0215,0.155,0.723684
0.0215,0.155,0.771053
0.0215,0.155,0.802632
0.0215,0.155,0.85
0.022,0.12,0.55
0.022,0.12,0.597368
0.022,0.12,0.628947
0.022,0.12,0.676316
0.022,0.12,0.723684
0.022,0.12,0.771053
0.022,0.12,0.802632
0.022,0.12,0.85
0.022,0.127778,0.55
0.022,0.127778,0.597368
0.022,0.127778,0.628947
0.022,0.127778,0.676316
0.022,0.127778,0.723684
0.022,0.127778,0.771053
0.022,0.127778,0.802632
0.022,0.127778,0.85
0.022,0.135556,0.55
0.022,0.135556,0.597368
0.022,0.135556,0.628947
0.022,0.135556,0.676316
0.022,0.135556,0.723684
0.022,0.135556,0.771053
0.022,0.135556,0.802632
0.022,0.135556,0.85
0.022,0.147222,0.55
0.022,0.147222,0.597368
0.022,0.147222,0.628947
0.022,0.147222,0.676316
0.022,0.147222,0.723684
0.022,0.147222,0.771053
0.022,0.147222,0.802632
0.022,0.147222,0.85
0.022,0.155,0.55
0.022,0.155,0.597368
0.022,0.155,0.628947
0.022,0.155,0.676316
0.022,0.155,0.723684
0.022,0.155,0.771053
0.022,0.155,0.802632
0.022,0.155,0.85
0.0225,0.12,0.55
0.0225,0.12,0.597368
0.0225,0.12,0.628947
0.0225,0.12,0.676316
0.0225,0.12,0.723684
0.0225,0.12,0.771053
0.0225,0.12,0.802632
0.0225,0.12,0.85
0.0225,0.127778,0.55
0.0225,0.127778,0.597368
0.0225,0.127778,0.628947
0.0225,0.127778,0.676316
0.0225,0.127778,0.723684
0.0225,0.127778,0.771053
0.0225,0.127778,0.802632
0.0225,0.127778,0.85
0.0225,0.135556,0.55
0.0225,0.135556,0.597368
0.0225,0.135556,0.628947
0.0225,0.135556,0.676316
0.0225,0.135556,0.723684
0.0225,0.135556,0.771053
0.0225,0.135556,0.802632
0.0225,0.135556,0.85
0.0225,0.147222,0.55
0.0225,0.147222,0.597368
0.0225,0.147222,0.628947
0.0225,0.147222,0.676316
0.0225,0.147222,0.723684
0.0225,0.147222,0.771053
0.0225,0.147222,0.802632
0.0225,0.147222,0.85
0.0225,0.155,0.55
0.0225,0.155,0.597368
0.0225,0.155,0.628947
0.0225,0.155,0.676316
0.0225,0.155,0.723684
0.0225,0.155,0.771053
0.0225,0.155,0.802632
0.0225,0.155,0.85
0.023,0.12,0.55
0.023,0.12,0.597368
0.023,0.12,0.628947
0.023,0.12,0.676316
0.023,0.12,0.723684
0.023,0.12,0.771053
0.023,0.12,0.802632
0.023,0.12,0.85
0.023,0.127778,0.55
0.023,0.127778,0.597368
0.023,0.127778,0.628947
0.023,0.127778,0.676316
0.023,0.127778,0.723684
0.023,0.127778,0.771053
0.023,0.127778,0.802632
0.023,0.127778,0.85
0.023,0.135556,0.55
0.023,0.135556,0.597368
0.023,0.135556,0.628947
0.023,0.135556,0.676316
0.023,0.135556,0.723684
0.023,0.135556,0.771053
0.023,0.135556,0.802632
0.023,0.135556,0.85
0.023,0.147222,0.55
0.023,0.147222,0.597368
0.023,0.147222,0.628947
0.023,0.147222,0.676316
0.023,0.147222,0.723684
0.023,0.147222,0.771053
0.023,0.147222,0.802632
0.023,0.147222,0.85
0.023,0.155,0.55
0.023,0.155,0.597368
0.023,0.155,0.628947
0.023,0.155,0.676316
0.023,0.155,0.723684
0.023,0.155,0.771053
0.023,0.155,0.802632
0.023,0.155,0.85
0.0235,0.12,0.55
0.0235,0.12,0.597368
0.0235,0.12,0.628947
0.0235,0.12,0.676316
0.0235,0.12,0.723684
0.0235,0.12,0.771053
0.0235,0.12,0.802632
0.0235,0.12,0.85
0.0235,0.127778,0.55
0.0235,0.127778,0.597368
0.0235,0.127778,0.628947
0.0235,0.127778,0.676316
0.0235,0.127778,0.723684
0.0235,0.127778,0.771053
0.0235,0.127778,0.802632
0.0235,0.127778,0.85
0.0235,0.135556,0.55
0.0235,0.135556,0.597368
0.0235,0.135556,0.628947
0.0235,0.135556,0.676316
0.0235,0.135556,0.723684
0.0235,0.135556,0.771053
0.0235,0.135556,0.802632
0.0235,0.135556,0.85
0.0235,0.147222,0.55
0.0235,0.147222,0.597368
0.0235,0.147222,0.628947
0.0235,0.147222,0.676316
0.0235,0.147222,0.723684
0.0235,0.147222,0.771053
0.0235,0.147222,0.802632
0.0235,0.147222,0.85
0.0235,0.155,0.55
0.0235,0.155,0.597368
0.0235,0.155,0.628947
0.0235,0.155,0.676316
0.0235,0.155,0.723684
0.0235,0.155,0.771053
0.0235,0.155,0.802632
0.0235,0.155,0.85
0.0215,0.12,0.565789
0.0215,0.123889,0.565789
0.0215,0.123889,0.771053
0.0215,0.127778,0.755263
0.0215,0.131667,0.692105
0.0215,0.135556,0.613158
0.0215,0.139444,0.613158
0.0215,0.139444,0.818421
0.0215,0.143333,0.707895
0.0215,0.147222,0.660526
0.0215,0.151111,0.628947
0.0215,0.151111,0.834211
0.022,0.12,0.565789
0.022,0.123889,0.565789
0.022,0.123889,0.771053
0.022,0.127778,0.755263
0.022,0.131667,0.692105
0.022,0.135556,0.613158
0.022,0.139444,0.613158
0.022,0.139444,0.818421
0.022,0.143333,0.707895
0.022,0.147222,0.660526
0.022,0.151111,0.628947
0.022,0.151111,0.834211
0.0225,0.12,0.565789
0.0225,0.123889,0.565789
0.0225,0.123889,0.771053
0.0225,0.127778,0.755263
0.0225,0.131667,0.692105
0.0225,0.135556,0.613158
0.0225,0.139444,0.613158
0.0225,0.139444,0.818421
0.0225,0.143333,0.707895
0.0225,0.147222,0.660526
0.0225,0.151111,0.628947
0.0225,0.151111,0.834211
0.023,0.12,0.565789
0.023,0.123889,0.565789
0.023,0.123889,0.771053
0.023,0.127778,0.755263
0.023,0.131667,0.692105
0.023,0.135556,0.613158
0.023,0.139444,0.613158
0.023,0.139444,0.818421
0.023,0.143333,0.707895
0.023,0.147222,0.660526
0.023,0.151111,0.628947
0.023,0.151111,0.834211
0.0235,0.12,0.565789
0.0235,0.123889,0.565789
0.0235,0.123889,0.771053
0.0235,0.127778,0.755263
0.0235,0.131667,0.692105
0.0235,0.135556,0.613158
0.0235,0.139444,0.613158
0.0235,0.139444,0.818421
0.0235,0.143333,0.707895
0.0235,0.147222,0.660526
0.0235,0.151111,0.628947
0.0235,0.151111,0.834211
